                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.41975,                0.24507,                0.83732,                0.99956,                      1,                  0.995,                0.93642,                 0.3838,                0.20129,                0.82497,             0.00079783,             0.00079783,             0.00079783
                    160,                 0.4253,                0.25745,                 0.8338,                0.99947,                      1,                  0.995,                0.93747,                0.38392,                0.20717,                0.82498,             0.00079233,             0.00079233,             0.00079233
                    161,                0.41964,                0.24753,                0.83535,                0.99961,                      1,                  0.995,                0.93593,                0.38731,                 0.2068,                0.82455,             0.00078682,             0.00078682,             0.00078682
                    162,                  0.432,                0.25612,                0.84717,                0.99946,                      1,                  0.995,                0.92629,                0.40692,                 0.2225,                0.83226,             0.00078132,             0.00078132,             0.00078132
                    163,                0.42115,                0.24883,                0.83694,                0.99966,                      1,                  0.995,                0.92838,                0.39842,                0.21624,                  0.828,             0.00077582,             0.00077582,             0.00077582
                    164,                 0.4291,                0.25489,                0.83853,                0.99957,                      1,                  0.995,                0.93495,                 0.3847,                0.21065,                0.82421,             0.00077032,             0.00077032,             0.00077032
                    165,                0.43221,                0.25269,                0.83182,                 0.9995,                      1,                  0.995,                0.93447,                0.38184,                0.20467,                0.82322,             0.00076482,             0.00076482,             0.00076482
                    166,                0.44218,                0.25241,                0.83999,                0.99959,                      1,                  0.995,                0.93201,                 0.3889,                0.20929,                0.82657,             0.00075932,             0.00075932,             0.00075932
                    167,                0.42171,                0.24467,                0.82507,                0.99965,                      1,                  0.995,                0.93344,                0.38468,                0.20664,                0.82463,             0.00075382,             0.00075382,             0.00075382
                    168,                0.42958,                0.24234,                 0.8372,                0.99953,                      1,                  0.995,                0.93129,                0.39363,                0.21064,                0.82553,             0.00074832,             0.00074832,             0.00074832
                    169,                0.41566,                0.24117,                0.83737,                0.99959,                      1,                  0.995,                0.93251,                0.39958,                0.20859,                0.82686,             0.00074282,             0.00074282,             0.00074282
                    170,                0.42643,                0.24909,                0.83674,                0.99967,                      1,                  0.995,                0.93574,                 0.3797,                0.20198,                0.82536,             0.00073731,             0.00073731,             0.00073731
                    171,                0.43064,                0.24536,                0.83822,                0.99951,                      1,                  0.995,                0.93107,                0.40152,                0.21247,                0.82933,             0.00073181,             0.00073181,             0.00073181
                    172,                0.41265,                 0.2434,                 0.8345,                 0.9996,                      1,                  0.995,                0.92919,                 0.3914,                0.20849,                0.82767,             0.00072631,             0.00072631,             0.00072631
                    173,                0.41953,                0.24993,                0.83383,                0.99957,                      1,                  0.995,                0.92679,                  0.392,                0.21305,                0.82846,             0.00072081,             0.00072081,             0.00072081
                    174,                0.44176,                0.25843,                0.82865,                0.99967,                      1,                  0.995,                0.93169,                0.37906,                0.20974,                0.82408,             0.00071531,             0.00071531,             0.00071531
                    175,                0.42249,                0.24995,                0.83628,                0.99958,                      1,                  0.995,                0.93886,                0.37431,                0.20521,                0.82353,             0.00070981,             0.00070981,             0.00070981
                    176,                 0.4279,                0.24807,                0.83132,                0.99984,                      1,                  0.995,                0.93524,                0.38706,                0.20887,                 0.8271,             0.00070431,             0.00070431,             0.00070431
                    177,                0.42845,                0.25085,                0.83489,                0.99959,                      1,                  0.995,                0.93194,                0.38751,                0.20795,                0.82612,             0.00069881,             0.00069881,             0.00069881
                    178,                0.41631,                0.24146,                0.82991,                0.99961,                      1,                  0.995,                 0.9331,                0.39145,                 0.2061,                0.82734,             0.00069331,             0.00069331,             0.00069331
                    179,                0.41215,                0.24036,                0.83061,                0.99956,                      1,                  0.995,                0.93779,                0.38382,                0.20411,                0.82472,              0.0006878,              0.0006878,              0.0006878
                    180,                0.41751,                0.24117,                0.82968,                0.99962,                      1,                  0.995,                0.93542,                0.39489,                0.20562,                0.82904,              0.0006823,              0.0006823,              0.0006823
                    181,                0.44021,                0.25147,                 0.8455,                0.99961,                      1,                  0.995,                0.93505,                0.38698,                0.20737,                 0.8247,              0.0006768,              0.0006768,              0.0006768
                    182,                0.43815,                0.24872,                0.82973,                0.99965,                      1,                  0.995,                0.92823,                0.39987,                0.22073,                0.82858,              0.0006713,              0.0006713,              0.0006713
                    183,                0.41367,                0.24246,                0.82754,                 0.9996,                      1,                  0.995,                0.93286,                0.38525,                0.20573,                0.82559,              0.0006658,              0.0006658,              0.0006658
                    184,                0.41893,                0.23615,                 0.8385,                0.99961,                      1,                  0.995,                0.93118,                0.38795,                0.20454,                0.82444,              0.0006603,              0.0006603,              0.0006603
                    185,                0.42963,                  0.245,                0.84057,                0.99959,                      1,                  0.995,                0.93051,                0.39189,                0.20301,                0.82855,              0.0006548,              0.0006548,              0.0006548
                    186,                0.41549,                0.23971,                0.82541,                0.99965,                      1,                  0.995,                0.93601,                0.38357,                0.20168,                0.82356,              0.0006493,              0.0006493,              0.0006493
                    187,                0.41297,                0.24147,                0.83872,                0.99961,                      1,                  0.995,                0.93936,                0.37375,                0.19744,                0.82411,              0.0006438,              0.0006438,              0.0006438
                    188,                0.41628,                0.24532,                0.82455,                0.99965,                      1,                  0.995,                0.93243,                 0.3832,                0.20094,                0.82441,             0.00063829,             0.00063829,             0.00063829
                    189,                0.41644,                0.24284,                0.83397,                0.99966,                      1,                  0.995,                0.94062,                 0.3788,                0.20018,                0.82264,             0.00063279,             0.00063279,             0.00063279
                    190,                 0.4148,                0.23515,                0.82658,                0.99958,                      1,                  0.995,                0.93526,                0.38331,                0.20715,                0.82492,             0.00062729,             0.00062729,             0.00062729
                    191,                0.41001,                0.24108,                0.82097,                0.99961,                      1,                  0.995,                0.93076,                0.37924,                0.20437,                 0.8225,             0.00062179,             0.00062179,             0.00062179
                    192,                0.41994,                0.24452,                0.83393,                0.99956,                      1,                  0.995,                0.93141,                0.38935,                0.20944,                0.82801,             0.00061629,             0.00061629,             0.00061629
                    193,                0.40934,                0.23758,                0.83211,                0.99962,                      1,                  0.995,                0.92864,                0.38956,                0.19931,                0.82632,             0.00061079,             0.00061079,             0.00061079
                    194,                0.41921,                0.23726,                0.82285,                0.99962,                      1,                  0.995,                0.93352,                0.37946,                0.19308,                0.82181,             0.00060529,             0.00060529,             0.00060529
                    195,                0.41254,                0.23396,                0.82963,                0.99949,                      1,                  0.995,                0.93293,                 0.3895,                0.20338,                0.82913,             0.00059979,             0.00059979,             0.00059979
                    196,                0.42631,                0.23909,                0.82979,                0.99959,                      1,                  0.995,                0.93995,                0.37336,                0.19339,                 0.8228,             0.00059429,             0.00059429,             0.00059429
                    197,                0.40845,                0.23077,                0.82357,                0.99962,                      1,                  0.995,                0.93591,                 0.3786,                0.20121,                0.82153,             0.00058878,             0.00058878,             0.00058878
                    198,                0.41349,                 0.2454,                0.82384,                0.99983,                      1,                  0.995,                0.93775,                0.37748,                0.19157,                0.82295,             0.00058328,             0.00058328,             0.00058328
                    199,                 0.4088,                0.23079,                0.84396,                0.99984,                      1,                  0.995,                0.93939,                0.37309,                0.19807,                0.82256,             0.00057778,             0.00057778,             0.00057778
                    200,                0.39912,                0.22684,                0.82191,                0.99983,                      1,                  0.995,                0.93617,                0.37825,                0.19645,                0.82308,             0.00057228,             0.00057228,             0.00057228
                    201,                0.41342,                0.23441,                0.83112,                0.99984,                      1,                  0.995,                0.93469,                 0.3723,                0.19437,                0.82275,             0.00056678,             0.00056678,             0.00056678
                    202,                0.39425,                0.22338,                0.82199,                0.99962,                      1,                  0.995,                0.93284,                0.38616,                0.19967,                0.82366,             0.00056128,             0.00056128,             0.00056128
                    203,                0.40427,                0.22623,                0.83083,                0.99984,                      1,                  0.995,                0.93708,                0.37664,                 0.1929,                0.82336,             0.00055578,             0.00055578,             0.00055578
                    204,                0.40921,                0.23333,                0.83362,                0.99958,                      1,                  0.995,                0.93998,                0.37464,                  0.197,                0.82345,             0.00055028,             0.00055028,             0.00055028
                    205,                 0.4095,                0.23375,                0.83294,                0.99962,                      1,                  0.995,                0.93818,                0.38039,                0.19297,                 0.8253,             0.00054478,             0.00054478,             0.00054478
                    206,                0.41451,                0.23912,                0.84555,                 0.9996,                      1,                  0.995,                0.94149,                0.38142,                 0.1915,                0.82489,             0.00053927,             0.00053927,             0.00053927
                    207,                0.39048,                0.22285,                0.82612,                0.99958,                      1,                  0.995,                0.93504,                 0.3824,                0.19138,                0.82312,             0.00053377,             0.00053377,             0.00053377
                    208,                0.42539,                0.23946,                0.82421,                0.99957,                      1,                  0.995,                0.93998,                0.37922,                0.19133,                0.82457,             0.00052827,             0.00052827,             0.00052827
                    209,                0.42247,                0.23891,                0.82928,                0.99957,                      1,                  0.995,                0.93762,                0.38462,                 0.1918,                0.82748,             0.00052277,             0.00052277,             0.00052277
                    210,                0.39504,                0.22694,                0.82665,                0.99959,                      1,                  0.995,                 0.9396,                0.37883,                0.19766,                0.82443,             0.00051727,             0.00051727,             0.00051727
                    211,                0.40677,                0.22803,                0.83167,                0.99955,                      1,                  0.995,                0.93554,                0.38948,                0.20838,                0.82656,             0.00051177,             0.00051177,             0.00051177
                    212,                 0.4112,                0.23318,                0.82989,                0.99956,                      1,                  0.995,                0.93581,                0.38136,                0.20021,                0.82388,             0.00050627,             0.00050627,             0.00050627
                    213,                0.41155,                0.23211,                0.83225,                0.99974,                      1,                  0.995,                 0.9358,                 0.3734,                0.19327,                0.82275,             0.00050077,             0.00050077,             0.00050077
                    214,                0.40612,                0.23174,                0.82534,                0.99962,                      1,                  0.995,                0.93861,                0.39592,                0.19718,                0.82939,             0.00049527,             0.00049527,             0.00049527
                    215,                0.41573,                0.22954,                0.83541,                 0.9996,                      1,                  0.995,                0.94041,                 0.3726,                0.18756,                0.82316,             0.00048976,             0.00048976,             0.00048976
                    216,                0.41236,                0.23274,                0.83219,                0.99955,                      1,                  0.995,                0.94145,                0.36776,                0.18917,                0.82084,             0.00048426,             0.00048426,             0.00048426
                    217,                0.40886,                0.23269,                0.82228,                0.99955,                      1,                  0.995,                0.93978,                0.37515,                0.19141,                0.82178,             0.00047876,             0.00047876,             0.00047876
                    218,                0.39141,                0.22342,                0.83363,                0.99948,                      1,                  0.995,                0.94134,                0.36536,                0.18732,                0.82073,             0.00047326,             0.00047326,             0.00047326
                    219,                0.38771,                0.22121,                0.82399,                0.99954,                      1,                  0.995,                 0.9376,                0.36519,                0.18298,                0.82068,             0.00046776,             0.00046776,             0.00046776
                    220,                0.39215,                0.22015,                 0.8274,                0.99959,                      1,                  0.995,                 0.9346,                0.36941,                 0.1852,                0.82215,             0.00046226,             0.00046226,             0.00046226
                    221,                0.39687,                0.22885,                0.83886,                0.99967,                      1,                  0.995,                0.94261,                0.37107,                0.18975,                0.82123,             0.00045676,             0.00045676,             0.00045676
                    222,                0.40334,                0.23207,                0.83345,                0.99961,                      1,                  0.995,                0.94429,                0.36902,                 0.1832,                0.82142,             0.00045126,             0.00045126,             0.00045126
                    223,                0.38956,                0.22273,                0.83089,                0.99961,                      1,                  0.995,                0.93973,                0.37465,                0.18589,                0.82185,             0.00044576,             0.00044576,             0.00044576
                    224,                0.39786,                0.22641,                0.82592,                0.99959,                      1,                  0.995,                0.93904,                0.36973,                 0.1881,                  0.821,             0.00044025,             0.00044025,             0.00044025
                    225,                0.39741,                0.22424,                0.81743,                0.99965,                      1,                  0.995,                0.93977,                0.37519,                 0.1914,                0.82305,             0.00043475,             0.00043475,             0.00043475
                    226,                0.38544,                0.22079,                0.81737,                 0.9996,                      1,                  0.995,                0.94069,                0.37694,                0.19092,                0.82244,             0.00042925,             0.00042925,             0.00042925
                    227,                0.38922,                0.22444,                0.82922,                0.99955,                      1,                  0.995,                0.94022,                0.37465,                0.18813,                0.82112,             0.00042375,             0.00042375,             0.00042375
                    228,                0.40026,                0.22748,                0.83578,                0.99964,                      1,                  0.995,                0.94179,                 0.3731,                0.19136,                  0.822,             0.00041825,             0.00041825,             0.00041825
                    229,                 0.4106,                0.23297,                0.82826,                0.99967,                      1,                  0.995,                0.94469,                 0.3719,                0.18981,                0.82157,             0.00041275,             0.00041275,             0.00041275
                    230,                0.39215,                0.22244,                0.82589,                0.99956,                      1,                  0.995,                0.94077,                0.37299,                0.18884,                0.82183,             0.00040725,             0.00040725,             0.00040725
                    231,                0.40235,                0.22674,                0.83017,                0.99951,                      1,                  0.995,                0.93522,                0.37559,                0.18726,                0.82342,             0.00040175,             0.00040175,             0.00040175
                    232,                0.41286,                0.22832,                0.82646,                0.99961,                      1,                  0.995,                0.94117,                0.37169,                  0.186,                0.82227,             0.00039625,             0.00039625,             0.00039625
                    233,                 0.3851,                 0.2205,                0.82791,                0.99963,                      1,                  0.995,                0.93947,                0.37477,                0.18771,                0.82355,             0.00039074,             0.00039074,             0.00039074
                    234,                0.42469,                0.23246,                0.84461,                0.99956,                      1,                  0.995,                   0.94,                0.36693,                 0.1871,                0.82122,             0.00038524,             0.00038524,             0.00038524
                    235,                0.38979,                 0.2167,                0.82601,                0.99959,                      1,                  0.995,                0.93895,                0.36835,                0.18372,                0.82126,             0.00037974,             0.00037974,             0.00037974
                    236,                0.39375,                0.22212,                0.82954,                0.99977,                      1,                  0.995,                0.94023,                0.37498,                0.18658,                0.82273,             0.00037424,             0.00037424,             0.00037424
                    237,                0.40161,                0.22853,                0.82051,                0.99956,                      1,                  0.995,                  0.936,                0.36973,                0.18735,                0.82161,             0.00036874,             0.00036874,             0.00036874
                    238,                0.39843,                0.22443,                0.83073,                0.99955,                      1,                  0.995,                 0.9363,                0.37403,                0.18971,                0.82241,             0.00036324,             0.00036324,             0.00036324
                    239,                0.39198,                0.22036,                0.82702,                0.99959,                      1,                  0.995,                0.94289,                0.36799,                0.18638,                0.82173,             0.00035774,             0.00035774,             0.00035774
                    240,                 0.3956,                0.21859,                0.82917,                0.99963,                      1,                  0.995,                0.94363,                0.37069,                0.18876,                0.82206,             0.00035224,             0.00035224,             0.00035224
                    241,                0.39174,                0.22186,                0.81907,                0.99962,                      1,                  0.995,                0.94356,                0.36574,                0.18373,                 0.8211,             0.00034674,             0.00034674,             0.00034674
                    242,                0.39048,                0.22089,                0.81995,                0.99984,                      1,                  0.995,                0.94051,                0.36961,                0.18625,                0.82229,             0.00034123,             0.00034123,             0.00034123
                    243,                0.38636,                0.21723,                0.82306,                0.99959,                      1,                  0.995,                0.93602,                  0.383,                0.18962,                0.82537,             0.00033573,             0.00033573,             0.00033573
                    244,                 0.3837,                0.21557,                0.82422,                0.99963,                      1,                  0.995,                0.93946,                0.37529,                0.18899,                0.82391,             0.00033023,             0.00033023,             0.00033023
                    245,                0.39415,                 0.2214,                0.82424,                0.99966,                      1,                  0.995,                0.94054,                0.37031,                0.18843,                0.82228,             0.00032473,             0.00032473,             0.00032473
                    246,                0.38131,                 0.2157,                0.81857,                0.99959,                      1,                  0.995,                0.93796,                0.36925,                0.18573,                0.82206,             0.00031923,             0.00031923,             0.00031923
                    247,                0.38363,                0.21418,                 0.8239,                      1,                      1,                  0.995,                0.93801,                0.36919,                 0.1821,                0.82074,             0.00031373,             0.00031373,             0.00031373
                    248,                0.38219,                0.21645,                0.82631,                 0.9996,                      1,                  0.995,                0.93626,                0.37309,                0.18725,                0.82225,             0.00030823,             0.00030823,             0.00030823
                    249,                0.39209,                0.21598,                0.83033,                0.99958,                      1,                  0.995,                0.93817,                0.37305,                0.18617,                 0.8224,             0.00030273,             0.00030273,             0.00030273
                    250,                0.38187,                0.21447,                0.82406,                0.99958,                      1,                  0.995,                 0.9402,                0.36493,                0.18035,                0.82065,             0.00029723,             0.00029723,             0.00029723
                    251,                0.38525,                0.21282,                0.82782,                0.99961,                      1,                  0.995,                0.93818,                0.36333,                0.17996,                0.82011,             0.00029172,             0.00029172,             0.00029172
                    252,                0.39023,                0.21403,                0.81832,                0.99977,                      1,                  0.995,                0.94311,                0.36498,                0.18002,                0.82174,             0.00028622,             0.00028622,             0.00028622
                    253,                0.38919,                0.21574,                0.82304,                0.99976,                      1,                  0.995,                0.94182,                0.36767,                0.18276,                0.82192,             0.00028072,             0.00028072,             0.00028072
                    254,                0.38746,                 0.2177,                0.83295,                0.99957,                      1,                  0.995,                0.94288,                0.36234,                0.18676,                0.82173,             0.00027522,             0.00027522,             0.00027522
                    255,                0.38141,                0.21509,                 0.8263,                0.99955,                      1,                  0.995,                0.94201,                0.36181,                0.18006,                 0.8213,             0.00026972,             0.00026972,             0.00026972
                    256,                0.37877,                0.21005,                0.81632,                0.99958,                      1,                  0.995,                0.94284,                0.36524,                0.18157,                0.82083,             0.00026422,             0.00026422,             0.00026422
                    257,                0.39364,                0.22146,                0.82168,                0.99961,                      1,                  0.995,                0.94154,                0.36526,                0.18803,                0.82067,             0.00025872,             0.00025872,             0.00025872
                    258,                0.38225,                0.20828,                0.83076,                0.99963,                      1,                  0.995,                0.94234,                 0.3634,                0.17936,                0.81973,             0.00025322,             0.00025322,             0.00025322
                    259,                0.37541,                0.20984,                0.82427,                0.99962,                      1,                  0.995,                0.94723,                0.36333,                 0.1817,                0.82068,             0.00024772,             0.00024772,             0.00024772
                    260,                0.38039,                0.21107,                0.81973,                0.99953,                      1,                  0.995,                0.94356,                0.36598,                0.18129,                0.82097,             0.00024222,             0.00024222,             0.00024222
                    261,                0.39073,                0.21057,                 0.8359,                 0.9997,                      1,                  0.995,                0.94126,                0.36716,                0.17805,                0.82165,             0.00023671,             0.00023671,             0.00023671
                    262,                0.38737,                0.21626,                0.82725,                 0.9997,                      1,                  0.995,                0.94224,                0.37191,                  0.179,                0.82225,             0.00023121,             0.00023121,             0.00023121
                    263,                0.38001,                0.20869,                0.82804,                0.99972,                      1,                  0.995,                0.94107,                0.36749,                0.17893,                0.82067,             0.00022571,             0.00022571,             0.00022571
                    264,                0.38899,                0.21114,                0.81504,                0.99978,                      1,                  0.995,                0.94237,                 0.3708,                0.18244,                0.82141,             0.00022021,             0.00022021,             0.00022021
                    265,                0.38023,                0.22026,                0.81494,                0.99963,                      1,                  0.995,                0.94389,                0.36952,                0.18076,                0.82155,             0.00021471,             0.00021471,             0.00021471
                    266,                0.37158,                0.20241,                0.82079,                 0.9996,                      1,                  0.995,                0.94168,                0.37139,                0.17866,                0.82214,             0.00020921,             0.00020921,             0.00020921
                    267,                0.37412,                0.20618,                0.82636,                0.99959,                      1,                  0.995,                0.93858,                0.36961,                 0.1769,                0.82247,             0.00020371,             0.00020371,             0.00020371
                    268,                0.37583,                0.20523,                0.83406,                0.99959,                      1,                  0.995,                0.93838,                0.37309,                0.17767,                0.82258,             0.00019821,             0.00019821,             0.00019821
                    269,                0.37558,                0.20561,                0.82962,                0.99961,                      1,                  0.995,                 0.9414,                0.36585,                0.17381,                0.82011,             0.00019271,             0.00019271,             0.00019271
                    270,                0.36924,                0.20376,                0.82576,                0.99963,                      1,                  0.995,                0.94108,                0.36677,                0.17756,                0.82103,              0.0001872,              0.0001872,              0.0001872
                    271,                0.37934,                0.20967,                0.82716,                 0.9996,                      1,                  0.995,                0.94042,                0.36745,                0.17705,                0.82099,              0.0001817,              0.0001817,              0.0001817
                    272,                0.37654,                0.20459,                0.82198,                0.99961,                      1,                  0.995,                0.93992,                0.36495,                0.17437,                0.82047,              0.0001762,              0.0001762,              0.0001762
                    273,                0.37219,                0.20296,                0.83515,                 0.9996,                      1,                  0.995,                0.93934,                0.36381,                0.17653,                0.82058,              0.0001707,              0.0001707,              0.0001707
                    274,                0.36528,                0.20087,                 0.8221,                0.99959,                      1,                  0.995,                 0.9422,                 0.3638,                0.17715,                0.81989,              0.0001652,              0.0001652,              0.0001652
                    275,                0.38808,                0.20797,                0.82434,                0.99972,                      1,                  0.995,                0.94232,                0.36053,                0.17351,                0.81945,              0.0001597,              0.0001597,              0.0001597
                    276,                0.37581,                0.20951,                0.81905,                0.99957,                      1,                  0.995,                0.94289,                0.36051,                0.17429,                 0.8204,              0.0001542,              0.0001542,              0.0001542
                    277,                0.37618,                0.20491,                0.82593,                0.99959,                      1,                  0.995,                0.94311,                0.35907,                0.17493,                0.81975,              0.0001487,              0.0001487,              0.0001487
                    278,                0.37222,                 0.2076,                0.82273,                0.99961,                      1,                  0.995,                0.94268,                0.35865,                0.17316,                0.81939,              0.0001432,              0.0001432,              0.0001432
                    279,                 0.3679,                0.20432,                0.82247,                0.99959,                      1,                  0.995,                0.94435,                0.36279,                0.17354,                0.82131,             0.00013769,             0.00013769,             0.00013769
                    280,                0.38075,                0.20592,                0.82313,                0.99959,                      1,                  0.995,                0.94359,                0.36247,                0.17285,                0.82121,             0.00013219,             0.00013219,             0.00013219
                    281,                0.37263,                0.20437,                 0.8161,                0.99984,                      1,                  0.995,                0.94293,                0.36079,                0.17197,                0.82091,             0.00012669,             0.00012669,             0.00012669
                    282,                0.36918,                0.20225,                0.82385,                0.99961,                      1,                  0.995,                0.94305,                0.36326,                 0.1729,                0.82098,             0.00012119,             0.00012119,             0.00012119
                    283,                0.37114,                0.20641,                0.82421,                0.99961,                      1,                  0.995,                0.94293,                0.36321,                0.17326,                0.82116,             0.00011569,             0.00011569,             0.00011569
                    284,                0.36689,                0.20138,                0.81753,                 0.9996,                      1,                  0.995,                0.94302,                0.36212,                0.17185,                0.82072,             0.00011019,             0.00011019,             0.00011019
                    285,                0.37085,                0.20367,                  0.821,                0.99958,                      1,                  0.995,                0.94427,                0.36327,                0.17328,                 0.8212,             0.00010469,             0.00010469,             0.00010469
                    286,                0.36778,                0.19909,                0.82393,                0.99973,                      1,                  0.995,                0.94179,                 0.3647,                0.17377,                0.82162,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.37071,                0.19957,                 0.8358,                0.99973,                      1,                  0.995,                0.94279,                0.36713,                0.17421,                0.82201,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                 0.3638,                0.20215,                0.82212,                0.99974,                      1,                  0.995,                0.94238,                0.36574,                 0.1735,                 0.8218,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                0.35727,                 0.1982,                0.81435,                0.99958,                      1,                  0.995,                0.94095,                0.36371,                0.17324,                0.82132,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.37258,                0.20473,                0.81564,                0.99959,                      1,                  0.995,                0.94221,                0.36239,                0.17039,                0.82051,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.34104,                0.18287,                0.80896,                0.99956,                      1,                  0.995,                 0.9404,                0.36221,                0.17062,                0.82085,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                0.34799,                0.18483,                0.79909,                0.99952,                      1,                  0.995,                0.94108,                0.36301,                0.17336,                0.82125,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.35224,                0.19052,                0.81336,                0.99951,                      1,                  0.995,                0.94256,                 0.3618,                0.17166,                0.82062,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                0.34733,                 0.1851,                0.81132,                0.99955,                      1,                  0.995,                0.94115,                0.36357,                0.17085,                 0.8209,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                0.34668,                0.18769,                0.81114,                0.99958,                      1,                  0.995,                0.94078,                0.36492,                0.17071,                0.82136,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.35323,                0.18652,                 0.8078,                0.99958,                      1,                  0.995,                0.94042,                0.36296,                0.17006,                 0.8209,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                0.33771,                0.18127,                0.80839,                0.99957,                      1,                  0.995,                0.93764,                0.36097,                0.16952,                0.82035,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                0.34683,                0.18279,                0.81793,                0.99955,                      1,                  0.995,                0.94221,                0.35907,                0.16945,                0.81978,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.33917,                 0.1828,                0.81854,                0.99955,                      1,                  0.995,                0.94281,                0.36065,                0.16908,                0.82008,             2.7672e-05,             2.7672e-05,             2.7672e-05
                    300,                0.34909,                0.18945,                 0.8107,                0.99956,                      1,                  0.995,                0.94316,                0.36333,                0.17074,                 0.8211,             2.2171e-05,             2.2171e-05,             2.2171e-05
